Gene,log2FoldChange,padj
AC010226.1,-1.914284414,8.29793742506394e-87
H2BC11,3.321907538,8.51858483703753e-87
PYCR1,2.659402977,8.86570326394261e-87
RPLP0P2,2.696322273,9.00495295843101e-87
AFAP1-AS1,5.636760168,9.5673411192915e-87
NNAT,-4.341869083,1.00478205686916e-86
VAMP2,-1.293406561,1.30216731462314e-86
MTBP,1.84045453,1.34459330797576e-86
ZBTB16,-4.714173723,1.37010659308586e-86
CFD,-4.255461885,1.42681683293908e-86
PRAME,5.932791467,1.43068419670085e-86
CCL14,-4.190320916,1.47617947696703e-86
LIMD2,2.544123138,2.9310117101028e-86
CREBRF,-1.485162933,3.06922903299048e-86
SLC35F2,2.203398352,3.43880221963466e-86
IL6ST,-2.113290716,4.14175271854159e-86
ESM1,3.001389857,6.13738801174042e-86
BAX,1.550070811,6.36332380124494e-86
PKD2,-1.531870335,7.55417799250482e-86
SMG5,1.368977923,8.03214808790814e-86
PSAT1,2.78372698,8.49881235700876e-86
WDR4,1.429691881,9.35007753211723e-86
PREX2,-3.004426714,1.02112253663304e-85
DAP3,1.180199807,2.43952166977295e-85
C1orf131,1.144984131,2.85165457013981e-85
LRRN3,-3.422237969,4.06080752518434e-85
NOP56,1.161021157,4.11602926698554e-85
GSN,-2.392432682,5.77899703484171e-85
IL21R,3.368659673,6.40693908090711e-85
DLX5,4.387018118,9.27244608355508e-85
TTC13,1.319729283,1.03653558572825e-84
KLF9,-2.084393605,1.04561275865296e-84
GTPBP4,1.519208468,1.11601742312246e-84
ADAM8,2.54929627,1.17077412335657e-84
PER1,-2.456916722,1.47067104083445e-84
TMSB15A,3.79253364,1.64583660509212e-84
LINCADL,-6.44976158,1.81034801030792e-84
RANGAP1,1.398402871,1.90390347488964e-84
CCT5,1.407001211,1.91616665445947e-84
MTURN,-2.757988309,2.02667922427792e-84
TLCD1,2.577569847,2.37240751650072e-84
PAFAH1B3,2.305458509,2.42845302128375e-84
COL9A3,4.906785573,3.68614737399675e-84
PAXIP1-AS2,-1.514184697,4.51647280321486e-84
GDF10,-4.139842344,5.55721875709292e-84
AP1S1,1.514222809,5.99944650194331e-84
COL6A6,-3.525247099,7.46637091019422e-84
LYPD1,3.716808519,8.13042056552695e-84
MYH11,-3.866376562,9.77672202982949e-84
CGAS,1.917391095,1.16257622847633e-83
PFN1,1.414823541,1.1821557143307e-83
ATP6V0B,1.482849654,1.37136358698227e-83
GNG11,-2.436820153,1.46980811350055e-83
RUVBL1,1.450800479,1.47380911770628e-83
TRARG1,-6.121972837,1.57575596354694e-83
TGFBR3,-2.864471932,2.85197336928372e-83
PFDN6,1.556579798,3.07968138886233e-83
POP7,1.549187975,3.68571364013676e-83
WDFY3-AS2,-2.003311104,4.78741755010812e-83
LINC00598,-3.70775651,6.72891168408286e-83
PAPPA2,-3.396761772,6.87389417486666e-83
PDCD5,1.502720356,8.63433089226011e-83
RECK,-1.941415406,1.16280875123527e-82
MRPL9,1.206486337,1.69452337113303e-82
SLC12A8,2.042248091,1.70441576271117e-82
APH1B,-1.405774001,1.86695091884281e-82
CD80,2.745175836,2.39895492580874e-82
IGIP,-1.622000292,2.45970582951615e-82
THRA,-1.468831776,2.57454769753054e-82
LRRC70,-2.731387657,2.91811232123107e-82
PSMD14,1.200950863,3.61841807212212e-82
GFUS,1.96149782,4.92261722109611e-82
MASTL,1.407148265,6.74233915444167e-82
MYZAP,-3.226892098,8.59332275819324e-82
H4C9,2.379877693,8.76906063422159e-82
DTYMK,1.464214301,9.17479253436402e-82
TUBA5P,3.122879236,9.21602934044517e-82
DCN,-2.694806593,1.00685039639097e-81
LSM2,1.324083059,1.11009732856424e-81
RPN1,1.229732509,1.24826404006183e-81
FBXO5,1.815262394,1.35795655427282e-81
LAMP3,3.218099309,1.46134955656585e-81
DPT,-3.85857376,1.5713633192496e-81
MYBL1,3.205222663,1.6313649206394e-81
CENPH,1.404656371,1.7917782917373e-81
MAGOH,1.367159682,1.82910206409319e-81
FAM189B,1.653939918,2.54927843168559e-81
AC092053.3,-2.686729677,2.64463366467206e-81
CHRNA5,2.555745952,2.79055047299042e-81
CEP126,-2.508483831,3.25508284459506e-81
ADCY5,-3.281803921,3.32089328109334e-81
S100A7,7.174115477,3.40903576224999e-81
INTS8,1.15630719,3.43568065702867e-81
PRR19,2.262614799,3.69047877804199e-81
NACC1,1.487765598,5.43817172352616e-81
ACOT7,1.90724401,6.44662531878511e-81
CASP12,-2.866962126,7.73351731508484e-81
DPY30,1.175785438,9.1164243180166e-81
FBXL5,-1.342868306,9.79083647867525e-81
SLC39A4,2.483931085,1.17087448197969e-80
DNMT1,1.617315701,1.34136587198397e-80
MYCT1,-2.315259493,1.39539004108314e-80
SNRPE,1.412967299,1.44235093272048e-80
FKBPL,1.402910318,2.55796369472811e-80
NR3C1,-1.829273705,2.938508782658e-80
MGLL,-2.836691634,3.23839473426449e-80
TMEM132A,2.671262277,3.54369849359913e-80
DNAJC9,1.448359575,3.54951681195921e-80
ULBP2,3.170740825,4.95023370773172e-80
ADD3-AS1,-2.388614038,6.2074245023411e-80
PSMB2,1.21066952,7.09582623263086e-80
MAB21L1,-3.396944245,9.46022573140896e-80
EBF3,-3.03470106,9.70442358281975e-80
RTKN,1.670246612,1.13461898636547e-79
MSANTD3,1.251089169,1.1767546191813e-79
CFL1,1.346229816,1.52838272435348e-79
CLSTN2,-3.756246509,1.97964890779273e-79
DPH2,1.290905149,2.69258521768179e-79
NFKBIE,1.964087704,2.69764260622815e-79
ADM2,2.853368219,2.79461776384847e-79
GMPS,1.287703868,3.06571295742529e-79
CYP2U1,-1.494866321,3.2768771760708e-79
ARTN,3.689701851,3.91448750210763e-79
LPCAT1,1.537249308,4.14308545177954e-79
MANF,1.509542352,5.79437362286352e-79
AL031985.3,1.796190629,6.54840998500638e-79
COLGALT1,1.468595579,7.06083053417654e-79
MMRN2,-2.295575623,8.34714230751249e-79
LIFR,-2.774718766,9.54014822734697e-79
WDR76,1.653548512,1.21531557052883e-78
POMK,1.568724127,1.39985229535074e-78
PLSCR4,-2.310471964,1.48468593370104e-78
AC027228.2,2.811006684,1.66033439814612e-78
EMCN,-2.315498685,3.74739340525333e-78
FREM1,-3.252141148,4.06871825525517e-78
SYNE3,-2.923212376,4.99865161812856e-78
RAN,1.18085618,5.09685942471232e-78
WFDC21P,3.866577493,5.27376040289433e-78
ISG15,3.28075411,5.57941919692843e-78
AL031668.2,4.821148069,7.87819836529701e-78
TAF11,0.996867773,7.93086989491718e-78
PNP,1.652283522,8.94730348973813e-78
ARPC5,1.07753595,9.83867144514475e-78
GRAMD1A,1.166114538,1.13903457050666e-77
SIX3,5.048588521,1.17835423638275e-77
ITIH2,-4.37230601,1.20771017170318e-77
RHBDL2,2.020939805,1.50035047356225e-77
MARS1,1.004722282,1.51129928265405e-77
CXCL9,3.912161943,1.51714533740632e-77
ZCCHC24,-2.316718267,1.96348538153785e-77
GRIN2D,3.377360328,2.07000399653461e-77
AC034139.1,-2.865409216,2.44351282520587e-77
NAXE,1.384063782,2.68140633831254e-77
AC109322.1,2.259344533,3.32859568027318e-77
MYMX,-4.285745399,3.44873991338545e-77
DAXX,0.938487269,4.02971310738286e-77
PRELID3A,1.828234646,6.13867428163056e-77
LINC02202,-3.201884858,6.1619771944329e-77
CRIM1,-1.871090926,6.2112366221308e-77
AC134043.3,-3.545716856,6.46001470315957e-77
SLCO5A1,3.735678199,7.97761673318062e-77
POGK,1.292355348,8.14413423056447e-77
SPRY1,-2.129732942,8.18734426602525e-77
AL031429.2,-3.453887917,8.78379746751043e-77
AC026401.3,1.770561807,1.00873844434296e-76
SCN4A,-4.006492409,1.09049003042032e-76
CHAC1,2.541783562,1.14973177438206e-76
ADAM19,2.346739442,1.20336405566681e-76
THSD1,-1.812438664,1.60892006222642e-76
PTPRB,-2.460175343,1.91680979475367e-76
ADH1B,-5.859422268,2.06002389425639e-76
ONECUT2,3.928351521,2.15668607807905e-76
CAVIN4,2.156787479,2.39517268052963e-76
LRWD1,1.523450644,2.43248221948483e-76
LAPTM4B,1.774302493,3.10625987499525e-76
FOXO1,-1.898730447,3.49609076456327e-76
YIF1B,1.533168067,3.49609076456327e-76
H2BC12,2.446353366,3.6010860584271e-76
AC005670.3,-1.348312434,4.22719937432197e-76
SAYSD1,1.051999522,4.4356155040609e-76
CFAP69,-1.973649623,4.88598376897159e-76
MOCS1,-2.528870876,5.12740774422165e-76
MAMDC2,-3.281939831,6.70662203031684e-76
EBNA1BP2,1.232480336,7.55098221507829e-76
CCL20,4.309461352,8.55643906072695e-76
GSEC,2.095615988,8.86764885259221e-76
INMT,-3.155175728,9.32113523607177e-76
LINC01943,2.587423468,1.27808091973813e-75
ABCB1,-2.507929944,1.60954380333832e-75
PTDSS1,1.281010127,1.6928816343691e-75
RHNO1,1.560180807,1.73926189534187e-75
TMEM63B,1.317797238,1.7449834551718e-75
MAGOHB,1.446488337,1.78556847139876e-75
SPARCL1,-2.343094419,1.84346402486104e-75
RBP4,-5.004067056,1.86145958359346e-75
DPP3,1.401337669,1.95235724886054e-75
MYH1,-4.092557916,2.07978487975468e-75
MFAP4,-3.319291715,2.12333419409919e-75
PSMA5,1.187483029,2.13551410616971e-75
GPC2,3.280658343,2.14154268994569e-75
UMODL1,4.327954633,2.3400988978304e-75
KNTC1,1.432702901,2.37231732964675e-75
RAI2,-2.572095384,3.38736342277049e-75
NUP85,1.041516169,3.4057015344495e-75
MAST4,-1.970383728,3.44100664475296e-75
SRPRB,1.191610533,3.95318329419173e-75
DAZAP1,1.037832138,4.37351353138381e-75
LIMK1,1.585055234,4.95474526108276e-75
CSRNP1,-2.282144183,5.4285179109154e-75
HOMER3,1.976546665,5.46396337473931e-75
MTMR10,-1.447545297,5.57305257880931e-75
TRIM11,1.425179515,5.58343047246565e-75
PPP4C,1.367184892,5.86438860946526e-75
CHST11,1.732601909,6.33444373357875e-75
CILP2,2.874311921,6.55453051350582e-75
MLXIPL,-4.145040771,7.79553366802197e-75
SEPHS1,1.17614547,8.33616790295791e-75
CSE1L,1.150338799,8.49501687775947e-75
ABCD2,-3.798395177,8.59054155086366e-75
IRAK1,1.792803405,9.59897022982424e-75
MATN2,-2.655365492,9.65566801183875e-75
FAAP24,1.478010566,1.11779551978962e-74
TMEM158,3.242320374,1.16697229814612e-74
MIR3936HG,-1.569654958,1.21310379378564e-74
FBN2,4.094190096,1.27707370252594e-74
PRDX1,1.2808663,1.40256821161384e-74
C10orf88B,2.920687054,1.43742940895729e-74
USHBP1,-2.253973385,1.48782690705446e-74
AC092376.2,-2.258848345,1.51358946777044e-74
COPA,1.136272331,1.58093213714287e-74
FRY,-1.877689194,1.7214753240705e-74
PRKN,-2.23445395,1.78987143638313e-74
WDR19,-1.284138982,1.98659514990724e-74
ARL9,3.117159574,2.19704656830598e-74
YDJC,2.038868261,3.17977474208277e-74
BRCA2,2.062175687,3.51869194964824e-74
ITPR1,-2.422868385,3.7386884538038e-74
BORA,1.462592403,3.89118459053093e-74
ARPC5L,1.31145522,4.29730146945266e-74
CTXN1,2.917752981,4.70487917766611e-74
SAPCD2,2.805418367,6.47081130802896e-74
AC107959.1,-1.820794076,6.93801325837425e-74
SNRPGP2,1.646825792,7.7553245116418e-74
MYO19,1.302465148,8.07647188608891e-74
LINC01697,-4.675660816,8.54685918549085e-74
EGR1,-2.950414315,9.78206992234867e-74
MRPS12,1.743962731,1.10964968122626e-73
PGBD5,3.339620764,2.61517982200343e-73
PCK1,-5.897327617,2.69278795740018e-73
PPP1CA,1.189744444,2.86486981738375e-73
PJA2,-1.235035201,3.49984350037958e-73
PHYHIP,-2.778903871,3.69128283949596e-73
CCNDBP1,-1.178726619,4.10788485801298e-73
NEK9,-1.038038666,4.40795771148247e-73
IHO1,-2.582248632,4.4441303363994e-73
RDM1,3.219111813,4.82803775347168e-73
GABRA2,-4.190950093,7.15007449082748e-73
SEMA7A,2.193825388,7.1653544050694e-73
HDAC2,1.406776714,7.41067601733467e-73
SLC25A39,1.403423254,8.51073922598303e-73
CKAP4,1.402947661,1.16045539162539e-72
AC096921.2,-2.287541678,1.27446799174387e-72
PSMG1,1.473644426,1.3228463669916e-72
RHEBL1,1.86908707,1.35200369386729e-72
XPO6,0.883376083,1.39639806669589e-72
HSD11B1-AS1,-3.895835042,1.40207719091548e-72
C20orf194,-1.331829293,1.51225147702179e-72
FAM110D,-2.415182132,1.53504722259308e-72
DNMT3A,1.328577488,1.54102116134987e-72
FOSB,-4.08441821,1.67741659142333e-72
SEM1,1.475214747,1.73703955176886e-72
AL445309.1,-2.234149549,1.85051759796562e-72
KNOP1,1.159811346,1.89975051945615e-72
POLA2,1.627069325,2.00877612743261e-72
F8,-1.935745517,2.38415358416662e-72
CAMK2N2,3.13226408,2.39153424038668e-72
HNRNPA2B1,0.774489266,2.82699804064021e-72
DUSP1,-2.657629721,2.89663023067031e-72
SCUBE3,4.149167013,2.93659541678548e-72
MIR29B2CHG,-2.762608985,2.93785667704759e-72
XIRP1,4.236369303,3.18034730288311e-72
POLD1,1.617549509,3.56193547333401e-72
LAG3,3.080980373,5.08198505363656e-72
TMEM37,-3.181986125,5.17410563071753e-72
AIDAP2,-2.376919468,5.65033234622503e-72
CSK,1.392607878,5.80717258841613e-72
SLC16A7,-3.149935046,6.19936999775187e-72
AC021739.2,-2.347736999,8.24908712170762e-72
CRTC2,0.94943747,8.72379117347994e-72
KLHL31,-3.632113639,8.97634620433986e-72
GPR84,2.946236394,9.37898652123065e-72
TMEM220,-1.76730051,9.39175137472905e-72
SMC6,1.136663432,1.08059404063655e-71
SAC3D1,1.875702666,1.3056965548208e-71
KIF26B,2.990545833,1.36744638490443e-71
CES1,-4.295016629,1.52107925916684e-71
NIPSNAP3B,-2.456247483,1.56702508191444e-71
MSRB3,-2.144711783,1.67226917364292e-71
RNPS1,1.050730858,1.87601954688661e-71
UTRN,-1.790690375,2.23700944359331e-71
ANK2,-2.651656819,2.27456162307126e-71
SEMA6D,-2.664086746,2.51362054152461e-71
MRPL15,1.500920686,2.62822340873937e-71
F10,-3.046234519,2.72026134353587e-71
CLIC5,-2.254845884,2.75321918988133e-71
PSMG3,1.642496933,2.95329543033594e-71
ADAM33,-3.286963281,3.24447012695379e-71
FLVCR1,1.551041363,3.33392189176374e-71
MORC2,0.998357776,3.69933176649303e-71
NUDT5,1.267181649,4.07836616732394e-71
CAPS,3.214797033,5.57232418098269e-71
ACTR3,0.969017204,6.03610598455344e-71
TDRKH,1.491166048,6.39369680253573e-71
ITGA7,-3.517075441,7.39221566613272e-71
RABEP1,-1.35112798,7.41561298301194e-71
SUV39H1,1.308434909,7.64999970886431e-71
DNAJC2,1.091792189,7.73277856579861e-71
MACROH2A1,0.99352397,8.11420748581267e-71
RPP25,1.941303508,8.16732170466766e-71
TYMSOS,2.649717845,8.39231696051647e-71
ARID5B,-1.525632427,1.08176371351764e-70
HSPE1,1.650756852,1.08564665251405e-70
PDIA6,1.349614185,1.14158741741797e-70
FGF1,-2.3621487,1.26845436461547e-70
IL12RB2,3.674634894,1.44767978903141e-70
INTS13,1.393912324,1.51667657898386e-70
SLC2A6,2.574007101,1.5387108688409e-70
MAOA,-4.01553508,1.84901793909147e-70
COX7A1,-3.240472687,1.89589035338548e-70
LCA5,-1.671704726,2.54661521975851e-70
PNPLA2,-2.434114408,3.27508666023945e-70
TSPAN33,1.819591587,3.3508627315586e-70
IGFBPL1,3.827370374,4.05067272175616e-70
CIAO2A,1.025586663,4.69858650170181e-70
KCNK5,2.812756254,5.6444059941323e-70
TRIM23,-1.191482509,6.48992698543011e-70
ADRB2,-2.976825937,6.58649932211688e-70
CLDN9,3.521223227,8.51754856519729e-70
SYNGR3,2.580319515,9.24375591486032e-70
CEP120,-1.064122352,9.38070403499169e-70
PDE11A,-3.467303532,1.05096712850805e-69
ZIC1,4.405333374,1.05225100427991e-69
SHE,-2.293655257,1.05225100427991e-69
ALAD,-1.31708876,1.18215491530848e-69
CCT6A,1.342529015,1.25958613915419e-69
NR5A2,-2.032531368,1.28137031747018e-69
EPAS1,-2.115104765,1.32627593116818e-69
CASQ2,-3.657498418,1.50045055265654e-69
S100A11,1.933045981,1.54740949284395e-69
CTHRC1,2.525602384,1.76422164665321e-69
PRR7,2.792556237,1.77803044815479e-69
MAD2L2,1.585260065,2.07978014347675e-69
FBXO45,1.331016238,2.09712415229368e-69
KIF24,1.660067878,2.59521944859829e-69
PLPP3,-1.776782114,2.62340151206348e-69
CCDC152,-2.030874597,2.64063196929953e-69
CLCN6,-1.126216806,2.64144332458169e-69
AC138904.1,3.449644502,4.05138368244872e-69
GRIK1,-3.068567815,4.51779954177355e-69
FOS,-3.246325586,4.82033543184522e-69
TRMU,1.351797891,4.83952880491043e-69
NATD1,-1.898918167,6.73655298062711e-69
SLC14A2,-4.079068088,6.97909991310981e-69
LRIG1,-1.576268667,7.71750439504843e-69
AL356489.2,-3.674619631,7.95707388013172e-69
RNF180,-1.688674729,9.38556949307904e-69
AIM2,3.367761029,1.01191387643086e-68
PODXL2,2.203716994,1.41758743026946e-68
E2F5,1.798676176,1.48541958521899e-68
LINC00924,-2.652555979,1.50213982632448e-68
F12,3.091984942,1.63953651044065e-68
HNRNPL,0.632412409,1.72038842819261e-68
APOO,1.526728077,1.76448681612032e-68
SASH1,-1.60665741,2.00567883240142e-68
VARS1,1.28416008,2.21658737707856e-68
LETMD1,-1.102120183,2.22332212389327e-68
SLBP,0.993832629,2.22332212389327e-68
EFNA4,1.883457805,2.31912335290109e-68
CHTF18,2.129496325,2.3863206736259e-68
GPX3,-3.446451979,2.42340200154184e-68
FBXL17,-1.311138294,2.54524695385179e-68
THRB,-2.279856848,2.93920572912762e-68
EIF4A3,1.081951701,3.06158872736555e-68
H3C10,3.349555251,3.12309796551106e-68
C2CD4D,2.554293098,3.14414152294686e-68
TMPO,1.309770609,3.20400412063646e-68
GCNT4,-2.254050367,3.26700281423288e-68
ROBO4,-2.030170209,3.70261859072542e-68
FABP4,-5.087586785,3.72108084918879e-68
SLC6A9,2.092332249,4.58615049405156e-68
PSMC4,1.347227036,4.62334050995416e-68
NBR1,-0.90541091,4.99735866018251e-68
AASS,-1.913495503,5.7135031975359e-68
DVL3,0.904772705,6.33592052444379e-68
GPR89A,1.239606875,6.54501656398873e-68
VWF,-2.4018309,7.43099312636349e-68
CCDC69,-2.901035352,7.65800488569401e-68
MEN1,1.038589818,8.02220852289943e-68
TSEN15,1.122930781,8.50421010412477e-68
SPIB,4.61625436,1.01982044215245e-67
EPRS1,1.230924211,1.10788177482298e-67
SRSF5,-1.034355572,1.11934771480553e-67
KLHDC7B,4.302813155,1.15606014699047e-67
GART,1.012705185,1.1907415320629e-67
ELOC,1.277417188,1.2222229379812e-67
STAT5B,-1.268212074,1.23295293923954e-67
ZC3H3,1.287308169,1.71363033032601e-67
AC093827.4,-1.447836522,1.72823385940852e-67
RPUSD1,1.571245087,1.81106975094595e-67
YWHAZ,1.178146213,1.90562867335378e-67
EXOSC4,1.95689316,1.9181855141114e-67
MMD,-2.851098295,1.93853500147715e-67
SH3BP1,2.063261388,2.08045153901942e-67
PUSL1,1.707283069,2.11068606974503e-67
ZNF124,1.493009252,2.17591747569239e-67
AC007637.1,-2.509709982,2.23813840362456e-67
KLF15,-2.989536654,2.7048617332162e-67
NT5DC2,1.713001164,2.7871923721184e-67
CAB39L,-1.942234784,3.07010437397195e-67
PACSIN1,2.735859324,3.75345552032747e-67
NR3C2,-2.271967439,3.91181446461472e-67
MAGED1,1.400366995,4.502150912352e-67
AP001148.1,-1.85462815,4.58642951653708e-67
CFAP20DC,2.05237161,4.62158201463695e-67
RRP1,1.700013069,4.7273285605602e-67
SLC16A3,2.816484677,4.73007158655091e-67
IGFBP6,-3.212419293,4.82031754433172e-67
C14orf180,-5.899630179,5.39243998160343e-67
RGS22,-3.50111018,5.92619482130094e-67
SRC,1.38838657,5.96554127384283e-67
TAP1,2.268157225,6.04910198215689e-67
TRDN,-5.201459174,6.45735614437183e-67
TNIP3,3.685253011,6.59241029926381e-67
AC110597.1,-2.671827843,6.88524268362176e-67
LRFN1,2.285883896,7.91321299743433e-67
MFSD12,1.507930596,8.18130911257093e-67
SMARCA4,1.333716706,8.6286829549653e-67
SEC61G,1.449614286,9.27223056867925e-67
TMEM79,2.122875189,9.39132986343466e-67
GMDS,1.77131863,1.20652671003417e-66
HM13,1.204653425,1.24085751124947e-66
PLOD1,1.763894727,1.28900814013127e-66
GASK1B,-1.8454869,1.45845797558892e-66
CDK5,1.532152557,1.64527899605559e-66
ATAD3A,1.830328545,2.01863354721608e-66
NOSTRIN,-2.343691488,2.43252106411179e-66
PTMA,1.276134644,2.78949747379825e-66
MMP12,4.57660341,3.0527296388621e-66
MIR145,-3.734269382,3.1794165455155e-66
PLPP1,-1.944105684,3.54268883016789e-66
USP39,1.003162255,3.68995005074394e-66
TIGIT,2.786310339,4.27109039747842e-66
DEPDC7,2.177690536,4.36833774916645e-66
FTSJ1,0.880638121,5.73975105397009e-66
PER2,-1.806488898,6.46848474691779e-66
MXD3,2.08617892,6.48576158277133e-66
HAGHL,2.826598396,6.65216709077497e-66
TBCB,1.485376517,6.90399933805558e-66
TBL2,0.94076742,7.02489958392775e-66
RHPN1-AS1,2.039630533,7.08309495044641e-66
S1PR1,-2.223890314,7.41268222428759e-66
TAGLN2,1.474021051,8.02354548446025e-66
FHL5,-3.210532123,8.57862438369853e-66
TOMM34,1.295553039,8.87598112049152e-66
TIPRL,1.074370319,9.07367971464884e-66
CMC2,1.258741852,1.04601376476753e-65
NR2C2AP,1.289535686,1.10642091226836e-65
RAE1,0.960403146,1.26056993851876e-65
GNG4,4.136153549,1.32044280500728e-65
AL021807.1,2.927228333,1.36678391523618e-65
FBXL19,1.544638478,1.44139602937291e-65
ARHGEF15,-2.151019848,1.50128131764219e-65
EIF1B-AS1,-1.25784646,1.53165358683482e-65
OGN,-3.986293405,1.56508350145339e-65
P2RY6,2.411598867,1.59379673511021e-65
CYRIB,1.151964662,1.67297638915572e-65
ELK1,0.948318906,1.6951090289708e-65
POLR3K,1.235747094,1.76069761089388e-65
GPC3,-3.361169985,1.77555274925171e-65
ERG,-1.910337699,1.92774327860012e-65
NOTCH4,-1.804031051,1.976304760651e-65
SIK2,-2.126346826,2.23326810054628e-65
SMG7,0.850071493,2.28961842977617e-65
MTX1P1,1.769849581,2.98653659065693e-65
ZBED4,1.191331537,3.0911731012062e-65
MAST1,3.229851346,3.3529917602916e-65
H2BC9,3.263050657,3.35890501153359e-65
BMX,-2.889956797,3.41838857482534e-65
SLC2A1,2.324225424,3.77174987378431e-65
AC015922.2,-1.548027764,3.79240741992654e-65
ARHGAP24,-1.638631939,4.07664107512641e-65
GPRASP1,-2.194554801,4.99505500298103e-65
HYLS1,1.471695412,5.21207155978824e-65
NASP,1.287111023,5.37204575675035e-65
SEC61A1,1.059680774,5.48445583810254e-65
