Gene,pval_adj_Single_cell,log2FoldChange,padj,Chromosome Position,Total_Mutations
GPD1L,1.8319616773099616e-05,-1.77214893,3.67142349318775e-48,3p22.3,1
IGHV5-51,1.8482065872260355e-05,2.164665038,3.6013531632088206e-15,14q32.33,1
HOXD4,1.875533122742992e-05,-1.25366308,1.83580096268809e-13,2q31.1,2
PTPRS,1.8798241398427247e-05,-0.915053188,7.84132693657315e-11,19p13.3,3
C3orf33,1.8941659933715392e-05,0.220100156,0.011674043,3q25.31,2
SLC25A12,1.96300195371319e-05,-0.283848157,3.17655996417963e-10,2q31.1,8
BMP5,2.0628486600181552e-05,-0.943264614,0.000403033,6p12.1,6
GID4,2.0710543496369458e-05,-0.469317397,9.95460829811101e-10,17p11.2|17p11.2,1
NEU3,2.1111142743283107e-05,0.272286539,0.000667588,11q13.4,2
RGS4,2.1386890919859715e-05,1.233727404,2.6596400470649505e-14,1q23.3,5
FAM114A2,2.148171164568384e-05,-0.636200936,8.08795870035338e-37,5q33.2,5
TMPRSS5,2.151123277072333e-05,1.663513544,6.91883271363609e-16,11q23.2,3
RMDN2,2.162353228134919e-05,-1.172156973,1.44510127148973e-48,2p22.2,5
BMP4,2.187183137082005e-05,-2.09126721,9.19427598479855e-51,14q22.2,2
KBTBD12,2.1969607339864e-05,2.273836559,1.3199064104118301e-17,3q21.3,6
KIF19,2.2079354040991057e-05,0.663808501,0.001997155,17q25.1,7
PDE1A,2.2119823852411008e-05,-1.717738637,1.3375235532466598e-42,2q32.1,7
NHS,2.2176048761684044e-05,-0.746011106,1.84402568864936e-11,Xp22.2-p22.13,17
HPGD,2.2199970372047705e-05,-1.114271944,5.13970032723454e-06,4q34.1,1
BRSK1,2.2714686874054717e-05,1.154673246,1.02612483958522e-16,19q13.42,2
TUB,2.271854917556996e-05,-0.279404059,0.024266468,11p15.4,5
TMEM62,2.308499765044952e-05,-0.320306421,0.00112071,15q15.2,3
PWWP3B,2.3184527777231387e-05,-1.01265537,7.63479367437781e-06,Xq22.3,5
SMG6,2.3280907076216186e-05,-0.758991008,9.822378752720281e-24,17p13.3,5
NMNAT1,2.3547832709584707e-05,-0.367033519,4.31799980653788e-08,1p36.22,3
DLL1,2.37168080811014e-05,-0.665767028,1.81324354359572e-07,6q27,4
EBF2,2.3837832488143825e-05,-2.785900506,5.89828244353363e-64,8p21.2,4
PC,2.398842592603764e-05,-1.335870827,5.77475800917948e-20,11q13.2,12
FYCO1,2.405928637770126e-05,-1.558784872,1.99672668453944e-59,3p21.31,10
NRSN2,2.421824587593931e-05,0.68906472,1.3278077642023901e-17,20p13,1
FAM53B,2.4279196905402295e-05,0.581240823,2.5735027022500096e-11,10q26.13,1
PAGR1,2.4402400884672105e-05,0.777290183,9.04752519233332e-26,16p11.2,3
GPR37L1,2.443159909490558e-05,1.754889022,2.4965443175939804e-25,1q32.1,2
TTC27,2.4838064751500465e-05,0.378160772,9.79454862564799e-12,2p22.3,3
CAPN10,2.4992511215540685e-05,0.569369501,3.27171051376402e-10,2q37.3,5
TTC21B,2.513199007824253e-05,-0.559157439,3.7775972417500203e-19,2q24.3,12
DEPDC5,2.5437399424186272e-05,0.376374811,4.5267496910628004e-15,22q12.2-q12.3,11
STRA6,2.5748115985335626e-05,1.614459406,3.71514750456089e-15,15q24.1,8
JADE3,2.5860472377856215e-05,0.746995226,1.05605045685121e-21,Xp11.3,11
CLHC1,2.5898801167038712e-05,-0.332035501,0.000166337,2p16.1,3
ZNF488,2.5905664319569827e-05,0.553522413,0.000751865,10q11.22,2
GEMIN5,2.6197877218667372e-05,-0.145361567,0.011072484,5q33.2,12
LGI4,2.6270787826725997e-05,-2.176569381,5.27784409544821e-49,19q13.12|19q13.11,1
LMBRD2,2.6452581640392e-05,-0.602666597,1.33256850967849e-10,5p13.2,5
HDAC9,2.658108890026236e-05,0.364768087,0.036103445,7p21.1,7
MTMR1,2.659503885721569e-05,0.40513264,8.05551147465432e-10,Xq28,3
CCL23,2.70510661204844e-05,-1.632778631,4.13080850220705e-19,17q12,3
WDR31,2.7488428320282072e-05,-0.622122901,2.05849389321925e-11,9q32,3
N4BP3,2.750342419930972e-05,0.855590035,2.73906016404427e-13,5q35.3,3
PELI2,2.852752797516386e-05,-1.400415097,9.82518178729523e-21,14q22.3,8
PYGO1,2.8934264844469432e-05,-0.652381881,1.93672634947269e-05,15q21.3,1
FLNC,2.9550746541464725e-05,-1.713409174,5.04729035981793e-24,7q32.1,23
TOMM40L,2.9929012485463083e-05,0.966472337,1.6563998013642e-41,1q23.3,3
RNASE7,2.9972771295125543e-05,-1.519106232,3.09189632678191e-08,14q11.2,3
NHLRC1,3.0027586265644185e-05,1.175099818,4.2674421116881895e-36,6p22.3,4
SPOCD1,3.004635473839133e-05,2.052910631,2.10834418427719e-24,1p35.2,4
ERCC8,3.0141744926052624e-05,-0.365227195,8.07388508414034e-09,5q12.1,1
TCTN2,3.077347891863688e-05,-0.447425715,1.36307860909172e-07,12q24.31,7
CILP2,3.194181120821164e-05,2.874311921,6.55453051350582e-75,19p13.11,2
AKR1C1,3.227833208537749e-05,-2.616531036,6.65410270571131e-29,10p15.1,6
RDM1,3.27728084594788e-05,3.219111813,4.82803775347168e-73,17q12,1
ST8SIA6,3.282934140295423e-05,-1.48897577,3.28010298195163e-13,10p12.33,4
AGPAT4,3.301540343362504e-05,0.364737494,0.00013186,6q26,3
LOXL3,3.439835690058242e-05,0.651992042,5.97276541344387e-10,2p13.1,9
ZBTB37,3.4405824386252724e-05,-0.399787136,2.53053446091906e-05,1q25.1,5
ZNF740,3.449068085071304e-05,-0.41239537,2.17440738092684e-12,12q13.13,1
ALMS1,3.5334414357070523e-05,0.26634444,0.000452726,2p13.1,24
POLE,3.5486144753101384e-05,1.047106221,5.35752027497915e-44,12q24.33,12
ACTN2,3.5743385065931845e-05,2.846142025,3.1496155573248204e-35,1q43,15
NAIF1,3.591895320764784e-05,0.23792395,1.42577880973405e-06,9q34.11,5
CAPRIN2,3.6150215951137416e-05,-0.209142159,0.004592963,12p11.21,10
ZDHHC1,3.6442815226346486e-05,-0.575885318,7.81756736222387e-12,16q22.1,5
KRBOX4,3.6917057193193065e-05,-0.263726848,1.20944283203669e-05,Xp11.3,2
KREMEN1,3.7131120377102974e-05,-0.389677254,9.5521640834841e-05,22q12.1,2
NR1D1,3.7741296851140914e-05,-1.22041692,9.03887374616278e-25,17q21.1,6
POLR3B,3.784795540547376e-05,0.190936723,0.002116033,12q23.3,4
TRIM5,3.847489361421256e-05,-0.235015674,0.005376809,11p15.4,4
MMP13,3.861020779787383e-05,6.487363284,7.20270812977179e-99,11q22.2,3
FREM2,3.896890132340723e-05,1.442132757,1.26749004276396e-09,13q13.3,24
PABPC1L,3.933687553649264e-05,0.370641536,0.009134351,20q13.12,6
SYNJ1,3.935544361247579e-05,-0.315682804,4.16636768003307e-05,21q22.11,6
PRG4,3.964574438121168e-05,-3.294235605,5.245686155626841e-25,1q31.1,6
PTGER2,3.981190517813692e-05,-0.855072349,5.38789961186711e-10,14q22.1,5
ZNF324B,4.067761630659686e-05,0.202282193,0.006990548,19q13.43,3
AP1S3,4.095890241803238e-05,1.635341326,1.95908142174974e-37,2q36.1,1
CACNB4,4.113428108617549e-05,-0.821607797,2.12916466345965e-05,2q23.3,3
FAM234B,4.190046543500059e-05,-0.7155507,1.95864974243692e-07,12p13.1,5
VPS9D1,4.246397334233148e-05,0.775742094,1.7520846035707e-17,16q24.3,2
BUB1B,4.382650502125214e-05,3.674324718,1.53318588447049e-172,15q15.1,3
NDRG4,4.450773495298102e-05,0.468570436,0.00106049,16q21,3
ACADS,4.451271367577913e-05,-1.77466943,2.70393823445126e-44,12q24.31,1
ZNF485,4.4880745219653e-05,0.847188177,1.57130525483261e-23,10q11.21,6
PGM5,4.558067119416368e-05,-3.02627446,1.9314811587230606e-61,9q21.11,11
NAA80,4.710301661309005e-05,-0.2078903,0.010978664,3p21.31,1
WDR25,4.784105803114971e-05,-0.219862167,0.000976646,14q32.2,2
PDP2,4.842928583217152e-05,-1.153315383,4.61887540109495e-29,16q22.1,1
SLC16A4,5.059385911763062e-05,-1.167196543,1.2659040266868001e-21,1p13.3,3
HGF,5.064158257269334e-05,-1.470456032,4.00217135983361e-21,7q21.11,6
GPR141,5.07611573071682e-05,1.473729627,3.88949645930887e-23,7p14.1,5
ZNF641,5.1234763687649534e-05,-0.200651633,0.001429639,12q13.11,2
CNTN1,5.127010638357892e-05,-1.339037338,4.43867884410339e-13,12q12,16
GPR18,5.169326684473806e-05,1.832505989,1.82886104311442e-25,13q32.3,1
POLD4,5.190618290056612e-05,0.202337125,0.027809914,11q13.2,1
ZNF317,5.209047417720117e-05,0.14725403,0.004246466,19p13.2,3
CCDC120,5.211413859411919e-05,0.603166403,2.48149718565416e-10,Xp11.23,6
TFPI2,5.213418457322938e-05,-2.356568062,6.51215942972415e-21,7q21.3,5
CIT,5.247852498858393e-05,2.6060673,1.12740324278634e-152,12q24.23,20
ULK4,5.29154543925758e-05,-0.723352912,8.67244754274043e-16,3p22.1,13
BRIP1,5.339851043417417e-05,2.634834384,5.08604893426365e-105,17q23.2,14
LIPT1,5.3819999222137216e-05,-0.40753997,2.40623268946914e-10,2q11.2,4
BCL2L14,5.396369931688735e-05,2.552060162,4.18744612672292e-30,12p13.2,1
FAN1,5.480971674070636e-05,-0.71424858,5.04920211045159e-23,15q13.3,8
ZC3H10,5.493893510168752e-05,-0.303307883,1.03471749688772e-09,12q13.2,2
TLL1,5.513195597067642e-05,-1.801716185,7.1621329152351085e-28,4q32.3,11
FCRL2,5.588440397985249e-05,1.814429461,1.1999232213127e-12,1q23.1,7
KAT2B,5.720012424425437e-05,-1.469442548,1.04094600742691e-36,3p24.3,6
CDNF,5.752168241362197e-05,-1.444210573,1.49220335650527e-48,10p13,3
TBC1D13,5.898132362865436e-05,-0.634850362,7.6827366006782e-27,9q34.11,4
STK11IP,5.951540707876542e-05,0.6722884,1.44415494895013e-21,2q35,8
ZNF408,6.003324427946156e-05,0.783125083,1.28622393845676e-31,11p11.2,3
FLYWCH1,6.0588618702648016e-05,-0.248962166,0.003507655,16p13.3,8
ZGLP1,6.059749472278489e-05,0.772322331,5.1195862221486486e-11,19p13.2,1
RINT1,6.092405032001433e-05,0.510906467,2.79962088976256e-13,7q22.3,4
FGFR4,6.106130755481472e-05,0.97462492,1.77400317380651e-06,5q35.2,7
RNLS,6.111362206758137e-05,-0.92768209,2.53199816983413e-32,10q23.31,4
HIC2,6.119238767554983e-05,0.270500557,0.000520067,22q11.21,2
ZNF501,6.179559884438696e-05,-0.504182784,1.29392691429854e-08,3p21.31,4
PAPOLG,6.268563207904709e-05,0.152584911,0.013188725,2p16.1,4
FBXO41,6.361087314779251e-05,1.331943998,2.90879887284023e-33,2p13.2,3
ST7,6.376731295214372e-05,0.18006457,0.006669072,7q31.2,4
ALG10B,6.394908787898991e-05,-0.472984224,9.00470095625486e-07,12q12,7
PAX9,6.477477282612731e-05,1.00590448,2.00753726771376e-05,14q13.3,2
EMID1,6.484839481440139e-05,1.569627326,6.106993414564102e-16,22q12.2,1
HS6ST2,6.504091124518937e-05,0.611573123,0.005123776,Xq26.2,6
PARP3,6.683636472499486e-05,-0.934395859,1.89405115146281e-29,3p21.2,4
TAB3,6.710663902716199e-05,-0.17505942,0.02830834,Xp21.2,10
FOXL1,6.729450030474374e-05,2.195371376,2.25602662126053e-47,16q24.1,1
VPS33A,6.767592329564291e-05,0.181767163,0.000321683,12q24.31,6
ADD2,6.777270391905748e-05,1.847796186,1.5060120681002e-23,2p13.3,11
TBC1D19,6.907069547964638e-05,-0.558807687,3.25066204894221e-17,4p15.2,3
JPH4,6.99361275246135e-05,-0.964117585,2.06727444060007e-08,14q11.2,2
SLITRK4,7.105495671579112e-05,-0.562189412,0.003155332,Xq27.3,11
PKN3,7.215284142919146e-05,-0.719183737,5.63760605066441e-16,9q34.11,4
ASGR2,7.221188019845566e-05,0.629118892,2.2558380480523e-05,17p13.1,2
ASTE1,7.257727634119588e-05,-0.236954912,3.6919532975163e-06,3q22.1,3
SYBU,7.281083075284195e-05,-1.964517737,1.3543287896712801e-45,8q23.2,16
ASPRV1,7.302416383710107e-05,-0.259240406,0.038923186,2p13.3,3
ZKSCAN5,7.333301811691714e-05,0.115382034,0.008957133,7q22.1,5
ZSCAN25,7.503921989535808e-05,-0.160687952,0.000386341,7q22.1,5
MUC16,7.533850972184899e-05,2.473910448,2.89243533647284e-21,19p13.2,129
CALHM5,7.537061612555713e-05,-1.029675599,3.60917681194661e-14,6q22.1,2
NEK3,7.539816221832039e-05,-0.392494349,6.718505964022931e-09,13q14.3,3
EEFSEC,7.56444199976114e-05,0.435137083,4.97330060036637e-10,3q21.3,3
BHMT2,7.577340535979416e-05,-2.493062723,7.883625088499968e-29,5q14.1,5
ZDHHC15,7.627526865587971e-05,-0.769186113,1.53480265637397e-07,Xq13.3,5
ZMYND15,7.792005121978275e-05,0.455370447,0.000221448,17p13.2,2
SLC38A9,7.857583105003802e-05,-0.137614461,0.041333517,5q11.2,8
ULK2,7.888272006091071e-05,-0.404834128,5.84500891588253e-07,17p11.2,7
ZFP41,7.895865512513857e-05,0.956432584,6.121937268556191e-35,8q24.3,3
KIF18A,8.152181289252801e-05,3.361089543,2.17242229377027e-200,11p14.1,7
SF3A2,8.179034533090946e-05,0.842475327,6.002047081441002e-22,19p13.3,2
TENM1,8.234086022076676e-05,-1.073471122,7.961866636146e-07,Xq25,32
RFX2,8.667583510037406e-05,-1.225370108,3.5393216583137403e-31,19p13.3,3
ARSI,8.818189963549682e-05,1.962416477,9.64895119380992e-34,5q32,2
RIPK3,8.895653149068849e-05,-0.604883151,7.32953946876074e-08,14q12,3
SDK1,9.05446917300765e-05,-0.765123542,3.28002124093342e-08,7p22.2,24
HUNK,9.08465891154853e-05,-0.471271299,0.007484714,21q22.11,6
POLA1,9.121731986955371e-05,0.535346714,2.83168769019225e-14,Xp22.11-p21.3,15
PPM1H,9.128121080853268e-05,0.600436741,2.3392728531174e-05,12q14.1-q14.2,4
SAP130,9.18181392905413e-05,0.501736111,2.29142111572253e-17,2q14.3,5
CATSPER2,9.19903887379616e-05,-1.144136763,4.34690014970239e-26,15q15.3,5
TMEM184C,9.4342450352664e-05,-0.216407895,0.000422918,4q31.23,2
GANC,9.56540139498448e-05,-0.42282814,3.08585148041362e-10,15q15.1,7
HAUS4,9.71675235958134e-05,-0.328887736,7.34926455274794e-07,14q11.2,3
ALS2CL,9.802723004809876e-05,-0.490210185,0.000194483,3p21.31,2
AGK,9.857208938024611e-05,0.543505786,8.66010766726842e-24,7q34,4
SMARCAL1,9.99113932939532e-05,0.349238721,4.07777224980609e-16,2q35,9
FOXF2,0.000100284,0.854927385,6.39541287816696e-08,6p25.3,1
ABCB10,0.000102075,0.550988931,3.96094400329002e-14,1q42.13,7
STARD8,0.000102358,-1.301952175,1.42863153860419e-38,Xq13.1,8
AXIN2,0.00010259,-1.284585563,1.88561171959665e-26,17q24.1,6
KLC2,0.000103933,1.039786132,4.97916635203293e-44,11q13.2,6
USHBP1,0.000108077,-2.253973385,1.48782690705446e-74,19p13.11,6
ASB7,0.000108146,0.16699407,0.009350232,15q26.3,6
STXBP4,0.000108496,-0.325238175,5.12705596304521e-05,17q22,1
TNFSF8,0.000109168,0.32880663,0.015932698,9q32-q33.1,2
ERI2,0.000110024,-0.240093032,0.002307365,16p12.3,1
MMP28,0.000111665,-1.855423376,1.7571603969951502e-19,17q12,3
ZNF215,0.000112562,0.457419417,0.003520098,11p15.4,7
SUV39H1,0.000113404,1.308434909,7.64999970886431e-71,Xp11.23,5
KLHL13,0.000114226,-2.02304724,1.1412983963718299e-28,Xq24,6
DCT,0.000114641,-2.658768957,3.09400962261707e-33,13q32.1,7
WFS1,0.000114967,-0.850980596,2.0292065649314e-20,4p16.1,3
FAM180A,0.000117232,-0.415049856,0.028896808,7q33,2
CLNK,0.000118562,1.46462453,2.2612297084599895e-11,4p16.1,4
H2BC12,0.00012271,2.446353366,3.6010860584271e-76,6p22.1,5
SLC25A20,0.000123999,-1.05843175,7.78933432984963e-36,3p21.31,3
PROX1,0.000125259,-1.071632639,1.31704590719073e-08,1q32.3,12
LPAR3,0.000125599,1.565303312,4.65744939638867e-10,1p22.3,2
TNFRSF10A,0.000125837,0.350576483,7.72602440674e-05,8p21.3,3
PKDCC,0.000126398,-1.92434098,9.218115880477871e-25,2p21,3
SLC2A14,0.000127818,2.218274215,3.57057958347896e-20,12p13.31,1
MTBP,0.000128564,1.84045453,1.34459330797576e-86,8q24.12,7
SHROOM2,0.000129801,0.917736348,2.80445844700066e-12,Xp22.2,18
ZNF774,0.000130478,-0.755988677,1.42818357661798e-10,15q26.1,2
CCDC148,0.000130877,-0.963766318,2.30210876567594e-11,2q24.1,6
HOXC13,0.000133011,2.830785294,1.6232786049248299e-55,12q13.13,2
IKZF4,0.000134135,-0.604999454,1.10319112717544e-19,12q13.2,3
TMEM150C,0.00013464,-1.274347178,2.94689566637087e-20,4q21.22,3
ABCB1,0.000135708,-2.507929944,1.60954380333832e-75,7q21.12,17
MBNL3,0.00013792,-0.376990635,0.001136697,Xq26.2,5
ZFP90,0.000142814,-0.447336403,1.6398367518690202e-15,16q22.1,3
SELENOO,0.000142858,0.491345375,5.7112029160462e-07,22q13.33,2
KIF15,0.000145123,3.429644901,3.29199011252942e-197,3p21.31,7
LRIG2,0.000146775,-0.252887254,8.27223066415571e-06,1p13.2,7
ZNF629,0.000147105,0.142623713,0.030540158,16p11.2,9
COL13A1,0.00014867,1.545454689,4.96665190851032e-25,10q22.1,4
PHF24,0.000151572,1.042042326,1.19001176400554e-06,9p13.3,5
CLTCL1,0.000155939,-0.252300538,0.042314997,22q11.21,7
TIGD2,0.000157663,0.413377784,4.68834647634961e-06,4q22.1,5
SPIN3,0.000159732,-0.270869115,7.67913881769802e-05,Xp11.21,2
SAXO2,0.000161115,-0.406135778,0.006914668,15q25.2,2
PHYHIPL,0.000162389,-0.630582754,0.003758018,10q21.1,1
CDH6,0.00016257,-0.707468081,6.67158565464787e-08,5p13.3,8
KCNAB1,0.000164671,-1.042635423,3.3367948150742004e-11,3q25.31,5
CEP250,0.00016692,0.972710741,1.75118122450462e-38,20q11.22,19
DCLK2,0.000167973,0.976290476,1.20835777880405e-17,4q31.23-q31.3,10
POLR1B,0.0001691,0.711736219,1.31209963843546e-23,2q14.1,8
IGHV4-31,0.000170352,1.988568323,1.12726347295212e-13,14q32.33,1
RHBDL3,0.00017063,-0.714031571,0.000409819,17q11.2,2
PIH1D2,0.000171626,-0.693515912,1.90851791200357e-13,11q23.1,3
CFAP69,0.000174683,-1.973649623,4.88598376897159e-76,7q21.13,7
SLC66A1,0.000176632,0.805275154,7.261584465248289e-26,1p36.13,3
HAAO,0.000178835,-0.448679831,0.001397194,2p21,4
LCA5,0.000180462,-1.671704726,2.5466152197585097e-70,6q14.1,4
WDR90,0.000187237,0.608603891,5.477899674221601e-10,16p13.3,6
PLD2,0.000193568,-0.177499907,0.015756281,17p13.2,3
ANO9,0.000194902,1.306313777,1.30282855427124e-18,11p15.5,6
FBXL22,0.000195885,-0.535739835,4.49505183676457e-05,15q22.31,1
HSPBAP1,0.000198991,0.374831634,5.05740758378346e-10,3q21.1,5
BEND6,0.000199652,1.208749566,1.63143298754596e-21,6p12.1,4
SNX33,0.000204419,-0.898365095,2.9411895863586e-39,15q24.2,4
ZNF273,0.000206066,0.648664461,6.448454866085591e-15,7q11.21,3
SMYD5,0.000208008,0.599594463,1.41000203921122e-26,2p13.2,3
MAN2B1,0.000208844,0.980756047,3.29201907935907e-41,19p13.13,10
ZNF776,0.00021013,-0.386483403,1.17009450517873e-06,19q13.43,6
TTI1,0.000210223,0.677230331,6.163525127688871e-35,20q11.23,7
BBS4,0.000212852,-0.657215725,2.1709286940751e-27,15q24.1,2
ZBTB2,0.000214439,0.232397137,1.77337719362607e-05,6q25.1,6
NPIPB15,0.000215331,0.627742975,0.00724248,16q23.1,4
WDR44,0.000215444,-0.466414247,4.31091653633605e-12,Xq24,18
MAST3,0.00021809,-0.311420089,4.54891787802893e-05,19p13.11,5
ZNF234,0.000219683,-0.183816869,0.007878624,19q13.31,3
NLRP1,0.000220894,-0.772801936,5.65872655576281e-10,17p13.2,10
DDX31,0.000224215,0.385209826,8.508826579706851e-10,9q34.13,7
BBOF1,0.000234019,-1.0420366,6.422152204196671e-35,14q24.3,1
TMEM135,0.000236069,-1.270539837,2.0808638169047e-44,11q14.2,2
ZNF486,0.000237445,-0.376621787,0.016714124,19p12,8
IQCA1,0.000241735,-0.658987993,0.000408504,2q37.2-q37.3,8
MEFV,0.000241799,0.664095941,6.84732508428296e-05,16p13.3,12
GOLGA6L9,0.000245435,0.623482611,8.93226690537489e-08,15q25.2,3
AMBRA1,0.000246674,0.138570332,0.015539936,11p11.2,13
CWF19L1,0.000247891,0.248900307,2.70723253894338e-06,10q24.31,3
ZNF846,0.000257056,-0.833319876,1.05181494610308e-27,19p13.2,5
SLAMF6,0.000260208,1.489141288,5.7336418089071815e-19,1q23.2-q23.3,3
TNFSF15,0.000261322,0.738108241,2.04072067120011e-06,9q32,3
LRP2,0.000262911,-1.235151152,3.7968989579884e-05,2q31.1,43
EMX2,0.000263069,-1.626220365,6.50378960518302e-21,10q26.11,1
PDIK1L,0.000263446,0.215705671,0.004843195,1p36.11,6
TTC38,0.000263977,-0.582685488,7.443225065352219e-11,22q13.31,5
LIN52,0.000265504,-0.279104562,3.36435885378789e-06,14q24.3,1
ABCC1,0.000266132,0.656256022,3.1681612231893804e-17,16p13.11,13
ACCS,0.000268114,-0.738927532,9.29409587626796e-16,11p11.2,2
SLC15A2,0.000271804,0.91237352,1.07614473836139e-10,3q13.33,5
SLC25A30,0.000272039,-0.923098911,1.18578388106337e-26,13q14.13,4
DNAJC27,0.000274474,-0.934042761,2.56974458316493e-50,2p23.3,3
AHCYL2,0.000275284,-0.271495736,0.000981663,7q32.1,4
ZNF136,0.000278381,-0.618789857,5.2048074973288e-19,19p13.2,1
H2BC18,0.000285142,1.730584326,7.61888544669664e-27,1q21.2,3
ABCC10,0.000286078,0.86996037,3.46476890284642e-45,6p21.1,10
DNAJC5B,0.000287786,1.448267748,3.36531975775563e-13,8q13.1,3
APBA3,0.00028931,0.803346812,3.58197223018544e-22,19p13.3,2
CD244,0.000290771,0.412204418,0.005487003,1q23.3,2
ZNF689,0.000290867,-0.807416994,1.65471644052048e-11,16p11.2,5
WDR7,0.000292818,-0.470887358,6.01450828730102e-12,18q21.31,15
VIPR2,0.000299369,-1.319633059,5.34830139969945e-11,7q36.3,3
TRAIP,0.000300073,1.735039592,2.30407848549582e-93,3p21.31,2
ADM5,0.000300673,-0.389323386,0.0187245,19q13.33,2
PHKA1,0.000300765,0.558346819,1.46898913202466e-10,Xq13.1,7
MED18,0.00030538,0.169430185,0.002821817,1p35.3,1
RAP1GAP,0.000305397,0.490131951,0.00403148,1p36.12,4
SEMA3E,0.000306189,-1.248970136,1.21074995051539e-08,7q21.11,6
HEYL,0.000308582,0.932543443,4.5945817638081903e-10,1p34.2,5
RASGRP4,0.000311615,-0.891822432,6.17545170502095e-10,19q13.2,6
DOP1A,0.000311662,-0.729571093,7.03618327299505e-17,6q14.1,12
ASB1,0.000318629,-0.811979921,1.53101319612832e-33,2q37.3,3
RNF32,0.0003193,0.823204962,1.03784340085279e-20,7q36.3,8
SYN2,0.000324583,-1.786528861,7.84211310634714e-20,3p25.2,3
ZNF502,0.000331057,-0.768723889,4.5312243338844e-14,3p21.31,6
MEGF11,0.000331987,0.870016412,6.61799128346426e-07,15q22.31,6
ZBTB25,0.000333589,-0.193923339,0.000345788,14q23.3,1
LEPR,0.000338659,-3.354414963,4.40344347155598e-123,1p31.3,14
LRRIQ3,0.000343294,-0.75749717,4.36308348253203e-10,1p31.1,6
P2RY8,0.00034485,0.90041386,4.06224414754856e-11,X;Y,4
C1orf226,0.000345601,-0.772070253,5.01671860364548e-08,1q23.3,2
F2RL3,0.000358871,0.677439768,1.17147469105639e-05,19p13.11,2
CNTN4,0.000359288,-1.157798557,5.59844801247056e-12,3p26.3-p26.2,12
AVPR1A,0.000360284,-1.641291548,1.49971985661613e-27,12q14.2,2
PPP1R3C,0.000373443,-1.812953638,1.44080440989999e-24,10q23.32,4
PCDHGA12,0.000374538,-0.907375038,4.06858117037155e-12,5q31.3,12
ZNF595,0.000375048,-0.688876852,7.141594522481391e-17,4p16.3,7
SGSM1,0.000376054,-1.548065778,7.52864304473039e-26,22q11.23,13
SCN1B,0.000376161,-0.954507307,2.5042015255116904e-15,19q13.11,2
DKKL1,0.000390268,1.384713498,2.14200027147074e-24,19q13.33,3
SLC29A4,0.000398017,-1.446331362,4.02477230144146e-12,7p22.1,6
MISP,0.000402661,1.277478162,3.86005328665174e-07,19p13.3,3
PARD3B,0.000403847,-1.47362956,1.02516607804519e-46,2q33.3,6
WDR91,0.000408664,0.224812643,0.00161206,7q33,2
ACSL6,0.000410339,2.768405399,2.28818744657264e-34,5q31.1,7
ZNF230,0.000411394,-0.412240999,2.9151607369568e-09,19q13.31,5
LONRF3,0.000422865,-1.173882929,8.15148949107057e-16,Xq24,7
KCNA3,0.000428963,0.551723144,0.002137062,1p13.3,2
GRP,0.000431965,-1.231445397,1.23509713058226e-05,18q21.32,2
HSF4,0.000432782,-0.263302142,0.032129832,16q22.1,1
PRR5L,0.00043576,0.407872416,0.000748126,11p13-p12,4
ADGRD1,0.000435861,-2.742202264,2.06319853826165e-50,12q24.33,8
ZFP37,0.000441999,-0.507675351,1.11704618795884e-07,9q32,9
LCMT2,0.000447792,-0.267335174,1.91957527311374e-06,15q15.3,5
GPR146,0.000449673,-2.814649117,3.07576925625902e-102,7p22.3,1
ABCA2,0.000449773,-0.591062664,7.4275879570773e-11,9q34.3,7
RAI2,0.00045203,-2.572095384,3.38736342277049e-75,Xp22.13,10
INTS9,0.000468767,0.22724022,0.00010423,8p21.1,3
PLK4,0.000475811,2.417368718,6.96660909618549e-146,4q28.1,7
AGAP2,0.000478421,0.876943714,1.37441800305993e-14,12q14.1,5
CCDC121,0.000478464,-0.606553697,9.55208768713361e-19,2p23.3,2
LIN54,0.000478602,0.330833851,1.66362663473711e-07,4q21.22,6
JADE2,0.000482389,-0.988386763,1.6184661223571402e-25,5q31.1,7
DACH1,0.000482706,-2.815733143,1.2257834266863e-55,13q21.33,8
TBC1D31,0.000487003,1.713552238,4.93529622205849e-119,8q24.13,13
ZNF174,0.000492332,0.203309408,3.88316581461993e-05,16p13.3,3
KRBA1,0.000503025,0.405575316,2.03446942218972e-06,7q36.1,5
FHDC1,0.000505496,1.140090184,5.06575932254651e-23,4q31.3,8
SIGLEC12,0.000505886,2.353849119,3.70631875216524e-20,19q13.41,4
ZNF543,0.000510783,-0.168163106,0.030176164,19q13.43,5
ESYT3,0.000514671,0.935817551,2.0447737160644e-10,3q22.3,10
TMEM200A,0.000516652,0.536350037,6.70857175708198e-05,6q23.1,4
AKR1B15,0.000529168,-0.757911678,0.004914777,7q33,1
DPP4,0.000542628,-1.213873514,1.06079458719615e-11,2q24.2,8
TRO,0.000545281,-0.490599541,0.002361764,Xp11.21,10
GDPD1,0.000548652,0.373426835,0.000698804,17q22,6
CHAC1,0.000555212,2.541783562,1.14973177438206e-76,15q15.1,2
KLHL2,0.000555849,-0.748109578,1.3047325118220201e-19,4q32.3,1
NOMO1,0.000559339,0.824346378,1.12601306479703e-30,16p13.11,9
SLC25A53,0.000567016,0.177609085,0.036787349,Xq22.2,4
SULT4A1,0.000569893,2.646655677,2.37699985556119e-33,22q13.31,2
SYT13,0.000573961,3.199736514,6.346826748357181e-31,11p11.2,2
